,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,torque
4667,2015,250000,26500,Petrol,1,1,First Owner,22.74,796,47.3,5,69.0
4668,2011,140000,60000,Petrol,1,1,Fourth & Above Owner,17.92,1086,62.1,5,97.0
4669,2013,360000,70000,Diesel,1,1,Third Owner,23.4,1248,74.0,5,190.0
4670,2015,210000,80000,Petrol,1,1,First Owner,20.63,1198,67.06,5,104.0
4671,2017,600000,60000,Diesel,1,1,First Owner,22.54,1396,88.73,5,220.0
4672,2011,210000,100000,Diesel,1,1,First Owner,19.5,1199,75.0,5,180.0
4673,2011,300000,80000,Diesel,1,1,Second Owner,20.54,1598,103.6,5,250.0
4674,2016,450000,35000,Petrol,1,1,First Owner,18.9,1197,82.0,5,114.0
4675,2019,550000,10000,Petrol,1,1,First Owner,18.9,1197,81.86,5,114.0
4676,2011,100000,80000,Diesel,1,1,First Owner,18.0,1248,75.0,5,190.0
4677,2012,185000,50000,Petrol,1,1,Second Owner,21.1,814,55.2,5,75.0
4678,2006,80000,90000,Petrol,1,1,Second Owner,17.3,1061,64.0,5,85.0
4679,2017,295000,80000,Petrol,1,1,First Owner,24.7,796,47.3,5,69.0
4680,2017,360000,25000,Petrol,1,1,First Owner,23.01,999,67.0,5,91.0
4681,2014,210000,70000,Petrol,1,1,First Owner,20.92,998,67.1,5,90.0
4682,2019,585000,80000,Petrol,1,0,First Owner,17.4,1197,81.86,5,115.0
4683,2016,560000,50000,Diesel,1,1,First Owner,20.14,1498,88.7,5,230.0
4684,2015,600000,70000,Diesel,1,1,First Owner,26.0,1498,98.6,5,200.0
4685,2017,330000,60000,Petrol,1,1,First Owner,20.63,1198,67.0,5,104.0
4686,2012,300000,90000,Diesel,1,1,First Owner,23.59,1364,67.1,5,170.0
4687,2018,650000,28000,Petrol,1,1,First Owner,17.0,1198,108.5,5,170.0
4688,2019,695000,20000,Petrol,1,0,First Owner,17.4,1197,81.86,5,117.0
4689,2014,300000,60000,Diesel,1,1,First Owner,24.0,1120,70.0,5,160.0
4690,2010,185000,70000,Diesel,1,1,Second Owner,11.57,2179,138.1,7,320.0
4691,2013,200000,80000,Diesel,1,1,First Owner,22.1,1248,76.9,5,205.0
4692,2019,459999,35000,CNG,1,1,First Owner,44.42,998,58.16,5,77.0
4693,2018,860000,60000,Diesel,1,1,First Owner,21.5,1497,108.5,5,260.0
4694,2018,400000,20000,Petrol,1,1,First Owner,23.84,1199,84.0,5,114.0
4695,2013,240000,142000,Diesel,1,1,Second Owner,23.2,1248,73.94,5,190.0
4696,2015,570000,72000,Diesel,1,1,First Owner,26.59,1248,74.0,5,190.0
4697,2018,850000,90000,Diesel,1,1,First Owner,23.0,1498,98.96,5,205.0
4698,2011,155000,80000,Diesel,1,1,Third Owner,20.0,1399,68.0,5,160.0
4699,2011,270000,125000,Diesel,1,1,First Owner,23.0,1396,90.0,5,220.0
4700,2015,610000,33000,Petrol,1,1,First Owner,20.73,1373,91.1,5,130.0
4701,2015,1000000,50000,Diesel,1,1,First Owner,19.67,1582,126.2,5,260.0
4702,2012,450000,120000,Diesel,1,1,Second Owner,12.05,2179,120.0,9,290.0
4703,2018,500000,35000,Diesel,1,1,First Owner,25.4,1186,73.97,5,191.0
4704,2018,700000,43000,Diesel,1,1,First Owner,27.4,1498,98.63,5,200.0
4705,2007,135000,60000,Petrol,1,1,First Owner,19.7,796,46.3,5,62.0
4706,2012,430000,148000,Diesel,1,1,Second Owner,12.05,2179,120.0,9,290.0
4707,2014,625000,70000,Diesel,1,1,Second Owner,22.32,1582,126.32,5,260.0
4708,2011,280000,96000,Petrol,1,1,First Owner,16.95,1498,97.7,5,134.0
4709,2015,800000,70000,Diesel,1,1,First Owner,15.4,1997,120.0,7,280.0
4710,2017,620000,18484,Petrol,1,1,First Owner,20.89,1197,81.8,5,113.0
4711,2011,300000,70000,Diesel,1,1,First Owner,13.93,2179,138.03,7,320.0
4712,2010,180000,25000,Petrol,1,1,Second Owner,19.7,796,46.3,5,62.0
4713,2013,250000,120000,Diesel,1,1,Third Owner,22.07,1199,73.9,5,180.0
4714,2019,885000,10000,Petrol,1,1,Second Owner,17.0,1497,121.31,5,150.0
4715,2020,550000,60000,Diesel,1,1,First Owner,25.32,1198,77.0,6,190.0
4716,2013,180000,65000,Petrol,1,1,First Owner,17.92,1086,62.1,5,97.0
4717,2012,380000,50000,Diesel,1,1,Second Owner,21.9,1396,88.76,5,220.0
4718,2019,520000,2560,Petrol,1,0,First Owner,24.0,1199,83.81,5,114.0
4719,2016,330000,80000,Petrol,1,1,Second Owner,20.51,998,67.04,5,90.0
4720,1999,40000,50000,Petrol,1,1,Second Owner,16.1,796,37.0,4,59.0
4721,2015,370000,120000,Diesel,1,1,First Owner,18.2,1248,73.8,8,173.0
4722,2009,290000,120000,Petrol,1,1,Second Owner,16.8,1497,116.3,5,146.0
4723,2013,215000,47000,Petrol,1,1,Second Owner,21.1,814,55.2,5,75.0
4724,2012,610000,90000,Diesel,1,1,First Owner,12.8,2494,102.0,8,201.0
4725,2017,1250000,95000,Diesel,1,1,First Owner,15.4,1997,120.0,7,280.0
4726,2012,400000,103655,Diesel,1,1,Second Owner,22.32,1582,126.3,5,260.0
4727,2018,700000,25000,Petrol,1,0,Second Owner,17.4,1197,81.86,5,115.0
4728,2014,650000,80000,Diesel,1,1,First Owner,19.01,1461,108.45,5,248.0
4729,2014,95000,50000,Petrol,1,1,Second Owner,25.4,624,37.5,4,51.0
4730,2010,150000,110000,Petrol,1,1,First Owner,0.0,1086,62.0,5,97.0
4731,2008,120000,80000,Petrol,1,1,Third Owner,19.7,796,46.3,5,62.0
4732,2010,180000,187000,Diesel,0,1,Second Owner,17.8,1399,68.0,5,160.0
4733,2015,550000,206000,Diesel,0,1,First Owner,22.77,1498,98.59,5,205.0
4734,2018,950000,27000,Diesel,0,1,First Owner,22.77,1498,98.59,5,205.0
4735,2017,725000,75000,Diesel,0,1,First Owner,26.1,1498,99.23,5,215.0
4736,2015,500000,18000,Petrol,0,1,Second Owner,18.5,1194,94.93,5,119.0
4737,2011,180000,218000,Diesel,1,1,First Owner,21.0,1461,64.1,5,160.0
4738,2016,650000,10000,Diesel,1,1,First Owner,22.54,1396,88.73,5,220.0
4739,2010,285000,80000,Diesel,1,1,First Owner,17.8,1248,75.0,5,190.0
4740,2011,210000,215000,Diesel,1,1,First Owner,21.0,1461,64.1,5,160.0
4741,2012,200000,137000,Diesel,1,1,First Owner,17.8,1399,67.0,5,160.0
4742,2011,295000,65000,Diesel,1,1,Second Owner,20.54,1598,103.6,5,250.0
4743,2017,450000,10000,Petrol,1,0,First Owner,23.1,998,67.04,5,90.0
4744,2016,385000,20000,Petrol,1,1,First Owner,20.62,1198,67.0,7,104.0
4745,2019,558000,70000,Diesel,1,1,First Owner,28.4,1248,74.02,5,190.0
4746,2012,300000,80000,Diesel,1,1,Second Owner,21.9,1396,88.76,5,220.0
4747,2012,900000,100000,Diesel,1,1,First Owner,15.1,2179,140.0,7,330.0
4748,2014,640000,65000,Diesel,1,1,Second Owner,21.14,1498,103.52,5,250.0
4749,2015,900000,70000,Diesel,1,1,Third Owner,15.4,2179,120.0,7,280.0
4750,2013,450000,60000,Diesel,1,1,First Owner,18.2,1248,73.8,7,173.0
4751,2013,500000,80000,Diesel,1,1,Second Owner,13.7,2179,138.1,7,320.0
4752,2014,450000,133000,Diesel,1,1,First Owner,19.01,1461,108.45,5,248.0
4753,2017,675000,25000,Petrol,1,1,Second Owner,17.5,1199,88.7,5,110.0
4754,2017,415000,15000,Petrol,1,1,First Owner,17.57,1193,88.7,5,140.0
4755,2017,1100000,40000,Diesel,1,1,First Owner,21.38,1396,88.7,5,220.0
4756,2014,509999,70000,Diesel,1,1,Second Owner,15.96,2523,62.1,7,195.0
4757,2007,200000,152000,Diesel,1,1,Fourth & Above Owner,10.5,2609,120.0,9,290.0
4758,2013,500000,80000,Diesel,1,1,Second Owner,22.32,1582,126.3,5,260.0
4759,2009,45000,100000,Diesel,1,1,Second Owner,17.2,1396,53.5,5,84.0
4760,2017,270000,50000,Petrol,1,1,First Owner,25.17,799,53.3,5,72.0
4761,2017,550000,40000,Petrol,1,1,First Owner,17.19,1197,81.86,5,115.0
4762,2016,235000,60000,Petrol,1,1,First Owner,23.01,999,67.0,5,91.0
4763,2018,600000,40000,Petrol,1,1,First Owner,18.6,1197,81.83,5,115.0
4764,2015,525000,60000,Diesel,1,1,First Owner,27.3,1498,98.6,5,200.0
4765,2012,325000,90000,Diesel,1,1,First Owner,22.9,1248,74.0,5,190.0
4766,2014,420000,90000,Diesel,1,1,First Owner,23.4,1248,74.0,5,190.0
4767,2013,375000,80000,Diesel,1,1,Fourth & Above Owner,23.4,1248,74.0,5,190.0
4768,2012,750000,120000,Diesel,1,1,First Owner,12.05,2179,120.0,8,290.0
4769,2018,400000,40000,Petrol,1,1,First Owner,23.84,1199,84.0,5,114.0
4770,2013,600000,91000,Diesel,1,1,First Owner,15.1,2179,140.0,7,330.0
4771,2008,110000,80000,Petrol,1,1,Third Owner,17.8,1086,63.0,5,97.0
4772,2019,722000,80000,Diesel,1,1,First Owner,0.0,2523,70.0,2,200.0
4773,2020,500000,15000,Petrol,1,1,First Owner,23.84,1199,83.83,5,114.0
4774,2007,250000,110000,Diesel,1,1,Second Owner,18.1,1493,110.0,5,236.0
4775,2018,950000,40000,Diesel,1,1,First Owner,21.13,1498,108.6,5,250.0
4776,2018,780000,30000,Diesel,1,1,First Owner,28.4,1248,74.02,5,190.0
4777,2018,575000,30000,Petrol,1,1,First Owner,20.3,1086,68.0,5,99.0
4778,2017,563000,30000,Petrol,1,1,Second Owner,18.6,1197,81.83,5,115.0
4779,2017,450000,15000,Petrol,1,1,First Owner,23.84,1199,84.0,5,114.0
4780,2020,2300000,1000,Diesel,1,0,First Owner,13.68,2393,147.51,7,360.0
4781,1999,80000,26320,Petrol,1,1,First Owner,16.1,796,37.0,4,59.0
4782,2010,320000,135000,Diesel,1,1,Second Owner,23.0,1396,90.0,5,220.0
4783,2008,375000,100000,Petrol,1,1,Third Owner,13.5,1799,130.0,5,172.0
4784,2017,400000,120000,Petrol,1,1,First Owner,15.37,1196,73.0,5,101.0
4785,2011,600000,230000,Diesel,1,1,First Owner,14.0,2498,112.0,7,260.0
4786,2016,315000,60000,Petrol,1,1,Second Owner,23.01,999,67.0,5,91.0
4787,2012,1100000,80000,Diesel,1,0,Second Owner,16.07,1995,181.0,5,380.0
4788,2010,350000,190000,Diesel,1,1,Second Owner,19.3,1248,73.9,5,190.0
4789,2016,375000,120000,Petrol,1,1,First Owner,15.37,1196,73.0,5,101.0
4790,2013,1050000,217000,Diesel,1,1,Second Owner,12.99,2494,100.6,8,200.0
4791,2015,350000,29000,Petrol,1,1,First Owner,23.1,998,67.04,5,90.0
4792,2010,120000,120000,Petrol,1,1,Third Owner,18.9,1061,67.0,5,84.0
4793,2015,819999,90000,Diesel,1,1,First Owner,16.0,2179,140.0,7,330.0
4794,2018,451999,30000,Petrol,1,0,Second Owner,23.1,998,67.04,5,90.0
4795,2016,500000,56000,Petrol,1,1,Third Owner,18.9,1197,82.0,5,114.0
4796,2015,1250000,90000,Diesel,1,1,First Owner,12.99,2494,100.6,8,200.0
4797,2015,500000,120000,Diesel,1,1,First Owner,18.49,1493,100.0,7,240.0
4798,2015,490000,60000,Diesel,1,1,First Owner,25.2,1248,74.0,5,190.0
4799,2008,200000,147000,Diesel,1,1,Second Owner,19.3,1248,73.9,5,190.0
4800,2018,655000,19500,Petrol,1,1,First Owner,18.6,1197,81.83,5,115.0
4801,2018,620000,38426,Petrol,1,1,First Owner,17.19,1197,81.86,5,115.0
4802,2014,310000,35000,Petrol,1,1,Second Owner,20.51,998,67.04,5,90.0
4803,2007,150000,50000,Petrol,1,1,Third Owner,19.7,796,46.3,5,62.0
4804,2012,180000,120000,Diesel,1,1,First Owner,25.44,936,57.6,5,150.0
4805,2011,150000,120000,Diesel,1,1,First Owner,19.4,1405,70.0,5,136.0
4806,2011,160000,112000,Diesel,1,1,Second Owner,20.0,1399,68.0,5,160.0
4807,2013,600000,70000,Diesel,1,1,Third Owner,14.0,2523,75.0,8,200.0
4808,2012,380000,145000,Diesel,1,1,First Owner,20.5,1598,103.5,5,250.0
4809,2011,350000,500000,Diesel,1,1,Second Owner,12.99,2494,100.57,7,200.0
4810,2012,135000,146000,Diesel,1,1,First Owner,19.61,1405,70.0,5,136.0
4811,2018,610000,10000,Petrol,1,1,First Owner,18.9,1197,81.86,5,114.0
4812,2020,260000,50000,Diesel,1,1,First Owner,20.14,1498,88.5,5,230.0
4813,2016,220000,20000,Petrol,1,1,First Owner,23.01,999,67.0,5,91.0
4814,2006,121000,70000,Petrol,1,1,Second Owner,13.5,1799,130.0,5,172.0
4815,2017,350000,50000,Diesel,1,1,First Owner,25.0,1396,69.01,5,140.0
4816,2018,2200000,25000,Diesel,1,0,Second Owner,15.17,1968,181.0,5,380.0
4817,2011,280000,100000,Diesel,1,1,Second Owner,23.0,1396,90.0,5,220.0
4818,2020,919999,20000,Petrol,1,1,First Owner,17.0,1198,108.5,5,170.0
4819,2011,320000,155000,Diesel,1,1,First Owner,23.0,1396,90.0,5,220.0
4820,2012,140000,70000,Diesel,1,1,Fourth & Above Owner,20.0,1399,68.0,5,160.0
4821,2012,310000,25000,Diesel,1,1,Second Owner,21.5,1248,88.8,5,200.0
4822,2006,65000,120000,Petrol,1,1,Second Owner,16.1,796,37.0,4,59.0
4823,2013,300000,90000,Diesel,1,1,First Owner,18.2,1248,73.8,7,173.0
4824,2011,575000,110000,Diesel,1,1,Second Owner,15.1,2179,140.0,7,330.0
4825,2014,440000,110000,Diesel,1,1,Second Owner,13.49,2179,138.03,5,320.0
4826,2012,380000,100000,Diesel,1,1,Second Owner,22.9,1248,74.0,5,190.0
4827,2010,140000,116700,Petrol,1,1,Fourth & Above Owner,15.0,1368,90.0,5,116.0
4828,2015,475000,25000,Diesel,1,1,First Owner,22.95,1248,74.0,5,190.0
4829,2011,200000,200000,Diesel,1,1,Third Owner,13.0,2489,95.0,8,220.0
4830,2010,400000,176062,Diesel,1,1,First Owner,17.8,1248,75.0,5,190.0
4831,2008,425000,250000,Diesel,1,1,Third Owner,12.8,2494,102.0,8,201.0
4832,2015,509999,82000,Diesel,1,1,First Owner,25.8,1498,98.6,5,200.0
4833,2010,275000,80000,Petrol,1,1,First Owner,19.81,1086,68.05,5,100.0
4834,2019,1850000,14000,Diesel,1,1,First Owner,17.1,1956,170.0,5,350.0
4835,2014,650000,129000,Diesel,1,1,First Owner,19.72,1461,108.45,5,245.0
4836,2016,360000,60000,Diesel,1,1,Second Owner,20.5,1248,91.7,5,209.0
4837,2018,650000,82000,Diesel,1,0,First Owner,21.73,1498,108.62,5,250.0
4838,2013,2000000,77500,Diesel,1,0,Third Owner,12.7,2179,187.7,5,420.0
4839,2017,675000,50000,Diesel,1,1,Second Owner,18.2,1248,73.74,7,173.0
4840,2017,445000,39500,Petrol,1,1,First Owner,20.52,1197,81.8,5,113.0
4841,2018,750000,40000,Diesel,1,1,First Owner,22.54,1396,88.76,5,224.0
4842,2017,850000,54000,Diesel,1,1,First Owner,22.54,1396,88.73,5,220.0
4843,2016,400000,20000,Petrol,1,1,Second Owner,20.51,998,67.04,5,90.0
4844,2014,200000,55896,Diesel,1,1,Second Owner,25.0,1396,69.0,5,140.0
4845,2016,550000,35000,Diesel,1,1,First Owner,25.8,1498,98.6,5,200.0
4846,2012,250000,97000,Petrol,1,1,Second Owner,19.4,1198,86.8,5,109.0
4847,2014,206000,120000,Petrol,1,1,Second Owner,22.74,796,47.3,5,69.0
4848,2014,290000,50000,Petrol,1,1,First Owner,21.1,814,55.2,5,75.0
4849,2010,45000,30400,Petrol,1,1,Fourth & Above Owner,26.0,624,35.0,4,48.0
4850,2012,220000,110000,Diesel,1,1,Third Owner,21.64,1461,84.8,5,200.0
4851,2008,515000,120000,Diesel,1,0,Second Owner,14.84,2143,170.0,5,400.0
4852,2010,170000,100000,Petrol,1,1,First Owner,19.7,796,46.3,5,62.0
4853,2010,260000,120000,Diesel,1,1,Second Owner,17.8,1248,75.0,5,190.0
4854,2012,315000,130000,Diesel,1,1,Second Owner,20.54,1598,103.6,5,250.0
4855,2011,225000,76000,Petrol,1,1,Second Owner,20.92,998,67.1,5,90.0
4856,2012,420000,110000,Diesel,1,1,Third Owner,19.33,1968,138.1,5,320.0
4857,2011,525000,96000,Diesel,1,1,First Owner,12.05,2179,120.0,8,290.0
4858,2018,670000,90000,Diesel,1,0,First Owner,28.4,1248,74.0,5,190.0
4859,2013,250000,25000,Diesel,1,1,First Owner,20.0,1399,68.1,5,160.0
4860,2009,229999,90000,Diesel,1,1,Second Owner,19.3,1248,73.9,5,190.0
4861,2010,165000,66000,Petrol,1,1,Second Owner,19.0,998,66.1,5,90.0
4862,2010,295000,250000,Diesel,1,1,First Owner,13.93,2179,138.0,7,320.0
4863,2011,380000,157000,Diesel,1,1,Second Owner,22.32,1582,126.3,5,260.0
4864,2017,300000,35000,Petrol,1,1,First Owner,23.01,999,67.0,5,91.0
4865,2008,320000,100000,Diesel,1,1,Second Owner,12.7,2609,116.6,9,278.0
4866,2010,160000,30000,Diesel,1,1,Second Owner,21.12,1248,88.8,5,200.0
4867,2018,630000,40000,Diesel,1,1,First Owner,16.5,1493,70.0,7,195.0
4868,2014,229999,30000,Petrol,1,1,Second Owner,22.74,796,47.3,5,69.0
4869,2007,90000,60000,Petrol,1,1,Second Owner,18.0,995,62.0,5,91.0
4870,2017,750000,60000,Diesel,1,1,First Owner,28.09,1248,88.5,5,200.0
4871,2012,330000,80000,Petrol,1,1,Second Owner,16.8,1497,116.3,5,146.0
4872,2016,715000,70000,Diesel,1,1,Second Owner,28.09,1248,88.5,5,200.0
4873,2013,250000,150000,Diesel,1,1,Second Owner,20.86,1199,75.0,5,180.0
4874,2007,120000,150000,Petrol,1,1,Second Owner,18.2,1061,64.0,5,84.0
4875,2004,100000,25000,Petrol,1,1,Third Owner,14.2,1597,92.0,5,1275.0
4876,2017,850000,35000,Diesel,1,0,Second Owner,21.72,1498,108.6,5,250.0
4877,2018,450000,48000,Diesel,1,1,First Owner,25.4,1186,73.97,5,191.0
4878,2012,240000,200000,Diesel,1,1,First Owner,22.07,1199,73.9,5,180.0
4879,2015,600000,135000,Diesel,1,1,First Owner,26.59,1248,74.0,5,190.0
4880,2012,465000,146000,Diesel,1,1,Second Owner,22.32,1582,126.32,5,260.0
4881,2018,350000,44000,Petrol,1,1,First Owner,24.7,796,47.3,5,69.0
4882,2013,325000,70000,Petrol,1,1,First Owner,20.36,1197,78.9,5,112.0
4883,2004,50000,271000,Diesel,1,1,First Owner,16.8,1405,62.0,5,123.0
4884,2006,110000,120000,Petrol,1,1,Third Owner,19.7,796,46.3,5,62.0
4885,2015,515000,60000,Diesel,1,1,First Owner,15.96,2523,62.1,7,195.0
4886,2018,750000,40000,Petrol,1,1,First Owner,20.73,1373,91.1,5,130.0
4887,2018,350000,25000,Petrol,1,1,First Owner,21.1,814,55.2,5,75.0
4888,2019,488999,15000,Petrol,1,1,First Owner,18.9,1197,81.86,5,114.0
4889,2017,300000,27000,Petrol,1,1,First Owner,24.7,796,47.3,5,69.0
4890,2017,650000,35000,Diesel,1,1,Second Owner,27.39,1248,74.0,5,190.0
4891,2014,200000,40000,Petrol,1,1,Third Owner,22.74,796,47.3,5,69.0
4892,2015,950000,75262,Diesel,1,1,First Owner,15.4,2179,120.0,7,280.0
4893,2012,200000,120000,Diesel,1,1,First Owner,23.03,1396,69.0,5,140.0
4894,2016,276000,60000,Petrol,1,1,First Owner,20.3,998,68.05,5,95.0
4895,2014,250000,40000,Petrol,1,1,First Owner,21.1,814,55.2,5,75.0
4896,2008,95000,80000,Petrol,1,1,Second Owner,19.7,796,46.3,5,62.0
4897,2011,200000,70000,Diesel,1,1,Second Owner,23.57,1396,70.0,5,140.0
4898,2012,450000,100000,Diesel,1,1,Second Owner,22.32,1582,126.32,5,260.0
4899,2010,200000,175000,Diesel,1,1,First Owner,19.09,1396,69.0,5,135.0
4900,2010,200000,70000,Petrol,1,1,Second Owner,20.36,1197,78.9,5,112.0
4901,2011,370000,91863,Diesel,1,1,Second Owner,15.96,2523,62.1,7,195.0
4902,2008,250000,100000,Petrol,1,1,First Owner,15.2,1193,65.0,5,105.0
4903,2016,290000,10000,Petrol,1,1,First Owner,25.17,799,53.3,5,72.0
4904,2018,900000,35000,Diesel,1,1,First Owner,24.52,1248,88.5,7,200.0
4905,2013,325000,120000,Diesel,1,1,Second Owner,20.0,1399,68.1,5,160.0
4906,2016,425000,30000,Petrol,1,1,First Owner,18.9,1197,82.0,5,114.0
4907,2014,300000,70000,Petrol,1,1,First Owner,23.95,998,67.05,5,90.0
4908,2016,900000,130000,Diesel,1,1,First Owner,21.38,1396,88.7,5,220.0
4909,2016,950000,133000,Diesel,1,1,First Owner,21.38,1396,88.7,5,220.0
4910,2010,320000,120000,Diesel,1,1,Third Owner,20.54,1598,103.6,5,250.0
4911,2019,500000,20000,Petrol,1,1,First Owner,19.44,999,75.0,5,95.0
4912,2012,290000,25000,Petrol,1,1,First Owner,15.6,1196,70.0,5,102.0
4913,2012,60000,90000,Petrol,1,1,First Owner,25.4,624,37.48,4,51.0
4914,2009,120000,140000,Petrol,1,1,Third Owner,19.0,998,66.1,5,90.0
4915,2017,850000,103000,Diesel,0,1,First Owner,25.6,1498,97.9,5,200.0
4916,2017,1750000,23000,Diesel,0,1,First Owner,13.68,2393,147.8,7,343.0
4917,2015,600000,128000,Diesel,0,1,First Owner,26.0,1498,98.6,5,200.0
4918,2015,620000,33000,Diesel,1,1,First Owner,20.14,1498,88.8,5,230.0
4919,2009,150000,70000,Petrol,1,1,Second Owner,19.7,796,46.3,5,62.0
4920,2011,150000,40000,Petrol,1,1,Fourth & Above Owner,0.0,1086,62.0,5,97.0
4921,2011,200000,80000,Diesel,1,1,First Owner,17.0,1405,71.0,5,135.0
4922,2015,730000,70000,Diesel,1,1,First Owner,26.21,1248,88.5,5,200.0
4923,2013,800000,100000,Diesel,1,1,First Owner,12.99,2494,100.6,8,200.0
4924,2009,300000,90000,Diesel,1,1,Second Owner,14.0,2498,112.0,8,260.0
4925,2012,190000,112000,Diesel,1,1,Second Owner,20.0,1399,68.0,5,160.0
4926,2011,350000,50000,Petrol,1,1,First Owner,15.5,1799,132.0,5,172.0
4927,2015,509999,62000,Diesel,1,1,Second Owner,24.4,1120,71.0,5,181.0
4928,2012,400000,90000,Diesel,1,1,First Owner,20.77,1248,88.76,7,200.0
4929,2013,800000,80000,Diesel,1,1,First Owner,12.99,2494,100.0,7,200.0
4930,2016,930000,47552,Diesel,1,1,Second Owner,19.67,1582,126.2,5,260.0
4931,2016,720000,40000,Diesel,1,1,Second Owner,24.3,1248,88.5,5,200.0
4932,2011,225000,15000,Petrol,1,1,First Owner,15.6,1196,70.0,5,102.0
4933,2019,950000,20000,Diesel,1,1,First Owner,23.0,1498,98.96,5,205.0
4934,2018,530000,52000,Petrol,1,1,First Owner,17.19,1197,81.86,5,115.0
4935,2016,470000,70000,Petrol,1,1,First Owner,18.6,1197,81.83,5,115.0
4936,2017,650000,110000,Diesel,1,1,First Owner,15.96,2523,63.0,9,180.0
4937,2014,540000,77500,Diesel,1,1,Second Owner,14.0,2179,138.1,7,320.0
4938,2015,459999,100000,Diesel,1,1,Second Owner,25.2,1248,74.0,5,190.0
4939,2019,325000,14700,Petrol,1,1,First Owner,25.17,799,53.3,5,72.0
4940,2017,400000,32000,Petrol,1,1,Second Owner,18.15,1198,82.0,6,115.0
4941,2004,70000,70000,Petrol,1,1,Second Owner,19.7,796,46.3,5,62.0
4942,2009,250000,80000,Petrol,1,1,First Owner,17.5,1298,85.8,5,114.0
4943,2014,910000,80000,Diesel,1,1,Second Owner,12.99,2494,100.6,8,200.0
4944,2018,720000,25000,Diesel,1,1,First Owner,28.4,1248,74.02,5,190.0
4945,2015,590000,50000,Diesel,1,1,First Owner,26.59,1248,74.0,5,190.0
4946,2015,434000,120000,Diesel,1,1,First Owner,13.58,2499,72.4,10,171.0
4947,2018,445000,19700,Petrol,1,1,First Owner,18.15,1198,82.0,5,115.0
4948,2011,191000,70000,LPG,1,1,First Owner,22.46,1086,62.1,5,97.0
4949,2018,372000,50000,Diesel,1,1,Fourth & Above Owner,25.83,1498,99.0,5,215.0
4950,2005,65000,90000,Petrol,1,1,Second Owner,18.9,998,67.1,5,90.0
4951,2015,300000,140000,Diesel,1,1,First Owner,20.0,1399,68.05,5,160.0
4952,2017,520000,40000,Petrol,1,1,First Owner,20.3,1199,84.0,5,114.0
4953,2014,190000,70000,Petrol,1,1,Third Owner,22.74,796,47.3,5,69.0
4954,2012,750000,90000,Diesel,1,1,First Owner,12.8,2494,102.0,8,201.0
4955,2016,750000,110000,Diesel,1,0,First Owner,18.49,1493,100.0,7,240.0
4956,2020,360000,5000,Petrol,1,1,First Owner,22.05,796,47.3,5,69.0
4957,2013,160000,70000,Petrol,1,1,Second Owner,22.74,796,47.3,5,69.0
4958,2015,229999,60000,Petrol,1,1,Second Owner,19.44,1198,67.0,7,104.0
4959,2007,85000,120000,Petrol,1,1,Third Owner,19.7,796,46.3,5,62.0
4960,2018,300000,7000,Petrol,1,1,First Owner,22.5,999,67.0,5,91.0
4961,2014,675000,120000,Diesel,1,1,First Owner,12.05,2179,120.0,7,290.0
4962,2014,700000,145241,Diesel,1,1,First Owner,12.05,2179,120.0,7,290.0
4963,2008,400000,110000,Diesel,1,1,First Owner,12.7,2609,116.6,8,278.0
4964,2016,254999,30000,Petrol,1,1,Third Owner,25.17,799,53.3,5,72.0
4965,2013,390000,100000,Diesel,1,1,First Owner,23.4,1248,74.0,5,190.0
4966,2015,450000,80000,Diesel,1,1,First Owner,23.59,1364,67.04,5,170.0
4967,2016,1630000,40000,Diesel,1,0,Second Owner,11.36,2755,171.5,7,360.0
4968,2017,725000,50000,Diesel,1,1,First Owner,24.3,1248,88.5,5,200.0
4969,2013,466000,95500,Diesel,1,1,Second Owner,14.0,2179,138.1,7,320.0
4970,2018,1350000,40000,Diesel,1,1,First Owner,16.0,2179,138.0,7,330.0
4971,2019,1520000,10000,Petrol,1,1,First Owner,16.0,1368,160.0,5,250.0
4972,2014,229999,53473,Petrol,1,1,First Owner,23.95,998,67.05,5,90.0
4973,2011,250000,100000,Diesel,1,1,Second Owner,15.96,2523,63.0,9,180.0
4974,2013,220000,80000,Petrol,1,1,First Owner,17.92,1086,62.1,5,97.0
4975,2015,360000,120000,Diesel,1,1,First Owner,24.4,1120,71.0,5,181.0
4976,2018,350000,40000,Petrol,1,1,First Owner,23.95,998,67.05,5,90.0
4977,2012,500000,70000,Diesel,1,1,First Owner,22.32,1582,126.32,5,260.0
